date,business,amount
2016-06-15,Coinbase,8869.06
2019-07-14,Dr. Head,-5184.11
2017-05-21,Stellar,-1968.56
2017-11-18,Perekrestok,-9529.95
2018-06-12,Papa John's,2638.96
2017-05-27,Google Play,-5077.74
2018-09-11,OZON,5979.93
2016-02-14,Yves Rocher,-2884.08
2018-11-30,Local Kitchen,-5994.66
2017-07-01,Dodo Pizza,2631.7
2018-05-03,OZON,-7308.51
2016-08-06,Perekrestok,-1621.8
2018-04-29,Friday's,-4006.48
2019-01-27,Local Kitchen,7112.18
2018-06-18,McDonald's,3156.41
2018-04-19,Google Play,9876.86
2017-12-17,QIWI,-450.51
2018-02-02,Burger King,4516.98
2019-02-02,HSE,-3809.33
2018-08-30,Papa John's,9049.79
2017-02-23,5ka,2041.49
2017-11-29,Stellar,6227.85
2018-02-17,Steam,2889.61
2017-03-18,Starbucks,5470.07
2018-12-14,Stellar,-5093.51
2018-01-08,Papa John's,-5923.93
2019-11-14,KFC,-3435.89
2016-06-03,McDonald's,3283.71
2018-10-20,Burger King,-899.64
2018-01-03,Local Kitchen,4462.22
2016-03-18,Amazon,-5984.83
2016-11-05,Wildberries,2536.8
2018-07-31,QIWI,-8411.14
2017-09-16,Friday's,6582.88
2016-05-15,Dr. Head,5703.62
2018-08-12,World of Warcraft,-7135.27
2017-05-29,5ka,-8155.49
2017-04-14,Yves Rocher,1814.61
2018-08-07,Google Play,-7187.15
2017-06-13,Amazon,-4645.8
2016-08-24,Yves Rocher,-3138.21
2016-12-16,QIWI,108.17
2017-12-02,Wildberries,5568.9
2019-02-11,Burger King,-5854.41
2019-05-14,McDonald's,6655.74
2018-03-01,Amazon,-5760.67
2016-09-30,Google Play,-9019.22
2016-07-16,QIWI,-5805.88
2016-07-25,VK,5420.76
2017-12-28,Perekrestok,7495.8
2019-10-22,Local Kitchen,6112.16
2017-07-07,5ka,-4313.84
2018-06-14,World of Warcraft,-6617.33
2019-01-20,Wildberries,3310.98
2017-05-08,World of Warcraft,-4807.39
2018-03-05,Dodo Pizza,6216.16
2019-05-01,Local Kitchen,7357.18
2017-09-26,McDonald's,-9571.2
2018-06-06,VK,7666.01
2016-11-19,Starbucks,8525.65
2017-11-16,Burger King,4284.51
2018-11-14,Perekrestok,2145.49
2016-03-28,Stellar,-3892.24
2018-08-25,McDonald's,3972.68
2018-11-12,Perekrestok,4477.65
2019-02-28,Coinbase,2081.25
2018-03-16,Stellar,-9927.62
2016-12-03,Local Kitchen,3505.8
2016-04-11,Wildberries,6372.08
2017-03-26,QIWI,836.43
2019-03-26,Friday's,-3427.59
2019-08-16,HSE,-2710.13
2017-09-09,Burger King,345.38
2018-05-23,OZON,-8784.82
2016-12-09,QIWI,-5448.71
2019-10-08,OZON,161.18
2016-12-29,Papa John's,-8441.97
2019-10-22,QIWI,2028.43
2016-06-30,QIWI,-6925.48
2017-02-01,Burger King,-9894.86
2018-01-30,Papa John's,7544.25
2018-07-07,Yves Rocher,-7812.36
2016-08-08,Dodo Pizza,-8542.41
2019-11-01,QIWI,162.4
2017-09-20,Amazon,-763.81
2018-06-28,KFC,-979.53
2019-02-21,World of Warcraft,-5308.79
2017-06-19,5ka,-2661.54
2019-05-27,5ka,4345.29
2016-09-24,McDonald's,5383.8
2018-01-31,World of Warcraft,1123.84
2018-08-25,McDonald's,9738.91
2018-01-03,Local Kitchen,193.98
2017-12-06,HSE,8900.97
2019-09-30,OZON,112.38
2016-08-06,Mindbox,6018.59
2019-01-02,McDonald's,-8683.93
2019-08-18,Coinbase,-4300.88
2018-06-27,World of Warcraft,3185.28
2018-08-07,VK,7837.75
2019-12-23,World of Warcraft,5319.14
2018-04-25,HSE,-2711.44
2016-03-26,VK,-2642.3
2018-07-31,Coinbase,1691.64
2018-10-09,Wildberries,-5543.51
2019-12-12,VK,2889.64
2018-06-17,Dodo Pizza,-4480.56
2016-08-22,Wildberries,-5597.94
2016-10-12,Yves Rocher,-8486.57
2017-11-21,KFC,2271.26
2017-05-16,OZON,2123.52
2017-07-12,5ka,1194.94
2018-04-10,VK,3951.93
2017-07-24,KFC,-55.35
2017-10-03,KFC,6901.77
2016-09-03,Dodo Pizza,-5971.54
2018-11-25,Coinbase,1497.7
2017-05-28,Papa John's,-4207.62
2019-05-08,Amazon,8772.4
2016-03-15,Starbucks,-4435.88
2016-02-12,KFC,-8867.42
2018-11-01,Perekrestok,4980.95
2016-06-10,Dr. Head,-2100.82
2018-10-09,Dr. Head,-4763.74
2018-12-06,Mindbox,-6098.54
2017-10-02,Yandex.Money,-3007.82
2018-05-19,Yves Rocher,-5313.28
2017-06-04,Stellar,6267.99
2018-04-20,Dodo Pizza,3737.7
2019-06-12,Yandex.Money,5934.79
2018-07-20,Friday's,3555.22
2017-04-14,Friday's,9150.85
2019-09-20,HSE,3550.42
2016-09-11,QIWI,-5328.21
2017-01-05,Dr. Head,1379.65
2019-11-11,OZON,6498.27
2018-02-04,Yandex.Money,-5168.17
2016-02-06,VK,5502.47
2019-04-01,Wildberries,-3721.61
2016-06-02,Dr. Head,7130.1
2017-01-11,KFC,8486.07
2019-03-31,Perekrestok,6627.59
2016-08-21,Amazon,-2692.93
2018-05-21,OZON,-7855.81
2019-03-28,McDonald's,8925.94
2018-07-04,VK,-7597.63
2019-05-11,Starbucks,-1774.62
2019-10-31,Friday's,1324.75
2017-12-11,Wildberries,9607.19
2018-03-24,Google Play,1589.4
2016-02-16,Local Kitchen,8738.76
2018-09-10,Google Play,-8524.03
2017-11-10,Google Play,6800.56
2018-01-06,McDonald's,7693.59
2017-06-25,Google Play,-2733.11
2019-02-22,OZON,7712.31
2019-09-13,HSE,-4154.38
2016-12-07,Burger King,-4515.94
2019-02-15,World of Warcraft,5927.57
2016-07-30,Papa John's,662.28
2016-02-06,Google Play,4594.89
2018-03-30,McDonald's,-4668.41
2017-06-09,Mindbox,-7311.88
2017-07-28,OZON,7065.27
2017-07-13,World of Warcraft,8023.38
2017-08-27,Coinbase,7401.18
2018-03-02,Perekrestok,5327.42
2019-01-07,VK,6580.75
2017-05-28,Stellar,2401.61
2018-01-13,Papa John's,7364.28
2016-06-10,Perekrestok,-6089.72
2019-03-15,Local Kitchen,-9801.6
2018-08-05,Perekrestok,-7530.43
2016-06-23,Friday's,-9069.54
2016-03-28,Starbucks,509.24
2016-05-28,Yves Rocher,6535.14
2016-08-30,Stellar,-1705.23
2017-08-13,Stellar,1288.72
2016-11-07,Amazon,6942.58
2016-05-21,Friday's,4731.12
2017-04-12,Yandex.Money,6632.59
2017-04-28,QIWI,-1972.94
2017-08-22,Steam,-7820.68
2019-08-19,Friday's,-3997.3
2016-07-04,Steam,6962.74
2017-05-19,Wildberries,1007.28
2017-06-23,Local Kitchen,1385.68
2018-06-05,OZON,9964.87
2018-06-22,QIWI,-4343.1
2016-10-06,5ka,-226.6
2017-06-25,Local Kitchen,-5655.41
2018-02-08,Mindbox,-2361.32
2019-01-27,Perekrestok,-5488.53
2018-12-17,Google Play,675.9
2018-07-16,QIWI,-3293.99
2018-04-14,McDonald's,-5098.39
2019-06-11,Dodo Pizza,3760.61
2019-08-15,HSE,-8001.07
2019-03-17,Friday's,-3286.91
2018-11-03,Starbucks,-7474.75
2017-12-19,Perekrestok,1317.44
2016-01-04,Perekrestok,-8627.3
2018-05-21,Papa John's,961.17
2018-12-04,Stellar,4484.7
2018-12-26,Coinbase,7771.35
2019-08-18,Yves Rocher,-1670.43
2018-09-05,Mindbox,7643.44
2017-04-07,Stellar,-5451.58
2016-03-28,Dr. Head,3724.74
2019-07-21,Mindbox,9901.8
2017-02-05,Wildberries,4399.93
2017-03-19,McDonald's,3816.47
2019-01-27,QIWI,-7032.18
2018-07-29,McDonald's,1705.71
2017-05-05,Dr. Head,-8329.97
2017-05-10,Papa John's,9934.65
2018-10-19,Stellar,-1876.12
2017-10-17,Coinbase,-9379.08
2016-08-26,5ka,7143.22
2019-12-12,Burger King,6974.52
2016-06-15,Coinbase,3890.7
2019-08-25,Starbucks,379.13
2018-01-23,Amazon,8408.72
2018-10-07,Papa John's,-3329.69
2017-10-18,Local Kitchen,2933.42
2017-03-04,Amazon,-7201.75
2018-07-01,VK,5507.05
2019-04-30,Dr. Head,1301.86
2018-05-08,VK,-3303.08
2016-07-22,Yandex.Money,3451.48
2018-06-19,HSE,3886.73
2017-06-03,World of Warcraft,-1259.24
2017-08-12,Coinbase,-6428.48
2019-11-24,Mindbox,-3292.35
2017-10-19,Stellar,-5720.66
2016-04-24,Mindbox,-4290.25
2016-06-27,Starbucks,-6750.09
2017-06-20,Papa John's,3082.67
2018-09-25,World of Warcraft,7841.68
2016-09-18,Starbucks,117.81
2018-12-01,KFC,4327.18
2019-12-06,Friday's,7727.91
2016-12-20,Yves Rocher,4740.13
2019-09-05,Wildberries,-493.58
2016-07-05,QIWI,9895.76
2018-10-07,5ka,-5513.09
2018-01-15,KFC,-6558.4
2018-07-20,HSE,2177.78
2018-04-06,Papa John's,7762.13
2018-03-01,Perekrestok,1574.79
2018-07-29,Local Kitchen,7714.68
2018-03-13,Steam,9309
2016-06-20,Yandex.Money,-470.75
2016-10-17,Yandex.Money,4934.71
2019-10-10,McDonald's,2970.2
2016-05-22,Papa John's,-9816.26
2017-04-02,KFC,-6775.24
2017-09-12,Local Kitchen,-4350.97
2016-09-15,Amazon,-8881.87
2018-10-10,World of Warcraft,-968.02
2017-03-08,Dodo Pizza,2635
2017-06-24,Coinbase,8661.76
2018-03-17,Amazon,-8275.62
2018-08-22,Papa John's,4332.36
2019-09-02,Wildberries,6371.39
2017-08-01,Dr. Head,2604.31
2018-02-11,Perekrestok,4726.72
2019-10-20,VK,-1871.46
2018-01-04,OZON,8407.4
2018-08-30,Mindbox,9830.55
2019-11-25,Papa John's,-8865.66
2017-04-26,Papa John's,-7966.74
2016-02-24,Dr. Head,-3387.32
2016-10-25,Coinbase,7697.71
2017-12-10,Yandex.Money,-4805.31
2016-12-04,Burger King,-5617.94
2016-01-31,Coinbase,-5852.3
2016-08-30,Papa John's,7457.95
2016-11-30,Stellar,-2230.27
2017-06-07,QIWI,6826.2
2016-05-30,Google Play,-4178.68
2019-06-24,Dr. Head,-7828.27
2019-07-29,Dodo Pizza,9354.21
2019-04-16,Steam,-9231.06
2016-11-23,Local Kitchen,-4643.04
2018-05-01,KFC,-6995.23
2018-06-19,Yandex.Money,-1530.85
2017-12-27,Perekrestok,-9217.14
2019-06-04,HSE,-1733.1
2018-05-05,Perekrestok,5088.36
2017-12-30,Dr. Head,2051.16
2018-03-19,Dr. Head,-9942.91
2019-03-05,OZON,8679.1
2019-04-10,KFC,-5856.67
2018-07-11,World of Warcraft,5691.78
2018-04-08,Dr. Head,6969.61
2019-07-23,Stellar,-2715.05
2017-10-19,Yves Rocher,-3748.03
2016-09-22,QIWI,-5509.49
2016-09-24,Wildberries,7441.75
2018-03-04,Papa John's,-3551.17
2016-07-04,Amazon,-1761.78
2019-07-02,VK,6220.87
2017-09-03,Steam,5196.89
2018-01-20,World of Warcraft,83.85
2018-03-16,KFC,7938.24
2016-11-18,Amazon,-3.67
2017-08-10,Yandex.Money,6810.69
2019-05-01,Burger King,7475.64
2016-08-18,Perekrestok,-8488.53
2017-06-05,Yandex.Money,8192.21
2016-10-27,Dodo Pizza,7095.34
2017-03-22,Dodo Pizza,1062.73
2017-09-06,QIWI,-1092.52
2016-03-14,OZON,7465.87
2018-01-20,World of Warcraft,7230.42
2017-07-30,Burger King,2365.73
2017-07-10,Google Play,5126.69
2018-11-27,Coinbase,9050.17
2018-01-02,Steam,-9812.03
2018-07-12,Papa John's,-5968.35
2018-07-26,QIWI,5391.21
2018-02-24,Mindbox,-4317.62
2019-05-05,McDonald's,-4542.37
2016-03-26,Starbucks,-4819.16
2019-03-04,Papa John's,-1523.17
2019-09-03,Wildberries,-1727.12
2018-09-01,HSE,5014.76
2019-01-20,Yves Rocher,7964.71
2018-10-09,Yandex.Money,477.57
2019-01-19,Friday's,6392.74
2017-11-19,Stellar,3184.56
2018-12-21,Mindbox,450.42
2016-09-30,HSE,3980.56
2018-08-16,Stellar,9653.56
2016-04-13,Starbucks,7104.15
2019-08-09,Papa John's,-3297.07
2019-07-02,HSE,-4125.93
2017-10-20,Papa John's,-3110.61
2018-01-21,Burger King,-5491.77
2019-02-16,Burger King,-5457.69
2016-06-15,Starbucks,-3340.21
2019-03-04,QIWI,4093.31
2016-11-23,Friday's,5614.3
2016-12-21,Papa John's,-1687.86
2016-01-15,OZON,-6638.5
2019-11-04,QIWI,1527.65
2019-10-23,Steam,8360.45
2016-11-12,Steam,-4161.77
2017-02-11,VK,-3355.91
2018-01-07,HSE,-7436.32
2016-07-21,Stellar,5212.28
2019-12-22,Mindbox,6043.6
2017-05-23,Mindbox,8582.7
2016-10-05,Starbucks,1145.35
2018-05-11,HSE,8873.29
2017-12-14,OZON,-5765.03
2016-06-10,Steam,8959.71
2017-12-31,KFC,7680.94
2019-09-25,Mindbox,7306.26
2019-03-21,Amazon,-7298.9
2017-10-03,Google Play,9015.71
2016-08-07,Steam,-8666.81
2016-07-05,Amazon,774.89
2016-09-15,Local Kitchen,6456.95
2019-04-11,5ka,-5774.39
2016-06-25,HSE,785.43
2019-03-14,Burger King,6927.67
2018-06-17,Google Play,2814.93
2016-01-13,QIWI,6659.8
2018-06-10,Friday's,8097.23
2019-02-24,VK,-25.9
2017-05-29,Yandex.Money,-8402.28
2019-08-12,McDonald's,7447.09
2017-04-19,Friday's,-8278.27
2018-08-31,QIWI,-3863.02
2017-08-02,Dodo Pizza,1447.78
2016-11-01,QIWI,4292.23
2018-04-09,World of Warcraft,-2465.38
2016-05-15,VK,5145.67
2019-03-21,Yves Rocher,1920.05
2016-11-15,Starbucks,8097.2
2016-10-11,Perekrestok,4642.02
2016-06-09,5ka,6995.75
2016-08-08,Amazon,7756.73
2016-12-05,KFC,3224.98
2019-08-19,Dr. Head,-1648.13
2016-01-12,Local Kitchen,1463.49
2018-12-11,Dodo Pizza,114.71
2017-10-24,Starbucks,1.72
2016-04-09,Burger King,6947.59
2019-08-27,Friday's,-3900.57
2019-09-25,VK,-4967.14
2017-12-16,Friday's,-7869.02
2019-02-26,5ka,-4462.02
2017-12-03,Perekrestok,-1409.95
2018-08-12,Burger King,6270.56
2018-03-13,Yves Rocher,156.49
2019-07-25,5ka,-4307.52
2018-10-09,McDonald's,-7685.99
2017-11-12,KFC,-2174.76
2019-01-28,Perekrestok,6710.1
2017-01-16,Dr. Head,5257.19
2016-04-22,OZON,4655.1
2018-02-15,HSE,-1060.05
2016-12-10,5ka,-23.81
2016-05-07,QIWI,6095.84
2016-06-19,World of Warcraft,-5291.28
2018-12-16,OZON,2983.17
2016-08-29,KFC,-1882.12
2017-11-08,Burger King,7907.1
2019-09-12,McDonald's,-1445.7
2018-09-02,VK,-1826.77
2016-07-25,Stellar,-339.75
2016-01-20,Yandex.Money,-8120.88
2016-10-18,Papa John's,-4352.21
2018-04-25,Stellar,5273.87
2017-07-14,Coinbase,2245.19
2016-06-22,Local Kitchen,610.35
2017-06-16,Perekrestok,3597.65
2018-02-22,Burger King,6408.02
2019-08-10,HSE,-1077.34
2017-03-26,Local Kitchen,5048.39
2019-10-01,HSE,788.78
2016-03-31,VK,-7090.09
2017-08-27,Coinbase,-282.62
2019-09-19,Yves Rocher,-6133.87
2019-12-13,Perekrestok,521.54
2019-09-29,Stellar,1270.44
2017-11-08,Dr. Head,8726.98
2018-11-18,McDonald's,-3557.08
2019-12-15,Stellar,-3934.86
2019-01-13,Yandex.Money,2876.28
2019-01-03,Google Play,-9455.43
2018-06-11,Friday's,8446.43
2019-11-26,Wildberries,7055.73
2018-10-06,McDonald's,-5575.22
2019-07-06,OZON,-4834.29
2017-09-15,Starbucks,9776.05
2019-12-28,Yandex.Money,9477.98
2019-01-12,Wildberries,-6828.89
2019-04-20,Yandex.Money,-4999.8
2016-08-26,McDonald's,5375.35
2019-01-26,Local Kitchen,-601.25
2016-07-06,McDonald's,-9115.92
2016-12-14,QIWI,-9245.95
2019-04-05,Amazon,-7219.21
2018-08-05,Starbucks,6486.49
2019-07-13,Friday's,-8076.58
2018-11-05,Wildberries,-1364.87
2016-05-31,Local Kitchen,6434.84
2018-07-26,HSE,-5448.5
2016-07-03,Wildberries,-5506.41
2017-11-19,QIWI,7509.74
2019-09-01,Dodo Pizza,-3367.23
2017-01-02,HSE,-2880.99
2019-07-18,Google Play,5225.49
2017-05-07,Coinbase,9279.27
2019-01-18,KFC,-4283.45
2016-12-14,Papa John's,-4927.74
2017-07-22,Perekrestok,2506.69
2016-09-12,Perekrestok,-38.39
2019-04-25,Dr. Head,-4198.18
2016-09-10,Starbucks,8823
2016-12-21,Starbucks,-3930
2018-03-30,Yandex.Money,-2007.01
2017-05-21,Coinbase,-4159.52
2019-11-28,Steam,-7375.83
2019-05-15,Dr. Head,9609.21
2017-01-26,5ka,-8910.75
2018-08-28,Stellar,2701.22
2017-03-01,Mindbox,-5865.02
2019-04-25,5ka,-2747.74
2019-12-22,Burger King,-1711.22
2016-12-27,Friday's,-3120.96
2017-08-16,World of Warcraft,-7736.46
2018-08-12,Coinbase,-8882.48
2018-01-10,Google Play,-6926.25
2016-05-03,VK,-828.81
2019-12-12,Dodo Pizza,8829.26
2019-12-24,HSE,3925.33
2016-11-25,Stellar,2505.25
2016-11-11,Amazon,5979.75
2018-02-03,Wildberries,678.01
2018-01-06,Stellar,-187.43
2017-01-25,Dr. Head,4868.41
2019-11-19,Dr. Head,-1387.24
2019-04-04,Mindbox,-3410.02
2016-09-13,Local Kitchen,-1439.63
2019-09-09,Perekrestok,-3959.79
2016-06-04,Yandex.Money,3678.32
2017-06-18,QIWI,-4040.55
2019-11-18,Mindbox,-2970.5
2019-05-29,Coinbase,9237.88
2017-05-04,VK,1165.88
2016-10-25,Burger King,-5671.27
2019-06-20,Wildberries,-381.19
2018-01-19,HSE,-4104.75
2019-09-11,McDonald's,-6721.47
2018-01-17,Stellar,-8342.55
2017-04-01,Google Play,-64.92
2018-04-07,Local Kitchen,-6497.71
2019-02-08,Starbucks,1313.08
2016-06-06,Steam,4448.33
2016-09-17,KFC,-2932.83
2019-10-02,Stellar,-149.65
2019-08-03,OZON,1558.35
2017-07-15,Local Kitchen,-261.29
2017-12-20,Local Kitchen,3443.83
2019-05-01,Local Kitchen,-4494.15
2019-12-13,Yandex.Money,-8674.8
2017-04-28,Papa John's,1027.57
2019-12-01,Papa John's,6014.96
2019-10-07,KFC,-4865.92
2018-05-27,Papa John's,-1980.21
2018-06-02,World of Warcraft,-1963.02
2017-06-10,Starbucks,-4219.54
2018-11-30,Yves Rocher,-1153.77
2019-10-07,Dr. Head,5406.93
2019-05-31,Local Kitchen,4163.1
2018-12-09,VK,-7593.87
2017-05-29,Local Kitchen,-4606.29
2017-05-10,Friday's,4217.61
2016-03-24,Coinbase,-6351.55
2016-01-06,VK,9302.86
2018-11-15,Coinbase,-4632.73
2019-06-28,Burger King,-5371.68
2018-05-27,Coinbase,-7134.47
2019-09-17,World of Warcraft,1441.12
2019-02-24,QIWI,-7510.97
2016-11-27,VK,-2693.15
2016-08-08,Coinbase,-4668.7
2016-06-27,OZON,-8707.4
2016-04-20,Dodo Pizza,-2641
2019-04-02,Papa John's,7150.78
2019-06-02,Papa John's,-8091.97
2018-02-09,Mindbox,3383.6
2019-01-27,QIWI,7872.43
2019-08-05,Mindbox,3781.8
2016-04-01,Dodo Pizza,8143.84
2018-02-04,Coinbase,6202.2
2018-04-08,Perekrestok,5875.97
2017-07-03,OZON,1697.88
2016-12-20,Yves Rocher,-256.18
2018-10-28,KFC,-3253.44
2017-12-13,Dr. Head,3170.28
2016-09-21,Perekrestok,-7349.04
2016-10-29,Mindbox,-707.81
2016-02-28,Wildberries,-2582.68
2016-12-19,Amazon,-5955.56
2018-05-08,Google Play,9740.68
2016-11-01,OZON,9215.65
2018-11-26,Mindbox,1560.99
2016-09-30,Mindbox,3471.33
2019-08-10,5ka,-1585.43
2019-03-18,Steam,8895.26
2018-03-10,Amazon,8863.25
2017-01-19,Papa John's,7586.75
2016-05-18,Friday's,-1910.39
2019-03-24,Papa John's,-3435.18
2017-02-08,Papa John's,4121.6
2016-01-03,Google Play,3041.51
2019-03-02,McDonald's,6700.82
2018-04-17,Wildberries,-8039.03
2016-09-26,Dodo Pizza,8681.51
2016-01-31,OZON,8675.32
2017-06-04,Wildberries,1955.31
2017-07-07,KFC,-5958.94
2017-01-09,Perekrestok,-6645.42
2019-02-23,World of Warcraft,9408.14
2019-11-13,Coinbase,5498.97
2016-11-20,Coinbase,-9034.61
2016-09-24,Starbucks,4307.91
2016-03-20,5ka,-8515.79
2017-12-31,Wildberries,3111.36
2017-10-12,Dodo Pizza,-5733.97
2017-09-18,Local Kitchen,2223.79
2016-02-05,5ka,-3817.26
2017-08-21,OZON,-6308.5
2018-02-20,Google Play,438.08
2016-09-22,Burger King,4433.7
2017-07-09,Google Play,-8243.64
2016-08-19,Burger King,-4007.85
2017-02-01,Starbucks,3841.08
2019-02-21,VK,6885.48
2016-02-22,Local Kitchen,7436.6
2018-05-11,Local Kitchen,-7664.67
2018-10-21,KFC,9642.08
2018-08-26,5ka,6120.97
2018-08-23,Starbucks,7989.23
2017-04-03,World of Warcraft,7546.11
2018-12-24,Amazon,-4718.12
2019-02-28,HSE,8256.54
2019-11-18,Mindbox,-2479.13
2018-05-21,Wildberries,-1334.06
2017-03-25,Starbucks,-2691.13
2017-12-28,Papa John's,-4086.4
2016-03-09,QIWI,4222.85
2017-06-12,QIWI,2301.89
2017-06-27,McDonald's,8284.86
2018-07-03,Dodo Pizza,4980.71
2017-10-03,QIWI,1870.27
2019-12-16,Yandex.Money,-5210.44
2018-07-29,Dodo Pizza,-684.41
2017-10-01,5ka,-6060.46
2016-05-23,Local Kitchen,-666.67
2016-06-19,OZON,-2548.13
2017-12-02,5ka,6336.79
2017-11-27,Papa John's,5425.78
2018-05-13,Local Kitchen,6620.9
2016-02-16,Coinbase,571.23
2016-10-09,Local Kitchen,8544.82
2017-11-09,Steam,-3381.26
2016-12-10,QIWI,6505.99
2017-09-14,Friday's,1613.31
2016-12-31,Starbucks,6817.13
2019-06-27,VK,8038.97
2019-11-01,Wildberries,-7482.42
2017-10-18,Papa John's,7970.84
2018-12-07,Friday's,9999.77
2019-12-08,Friday's,8199.57
2016-03-14,McDonald's,-1675.3
2019-04-17,Amazon,2852.62
2017-01-14,Coinbase,831.56
2018-10-20,QIWI,-4820.16
2019-10-27,Coinbase,-3150.1
2016-09-29,Steam,-403.96
2016-06-30,Dr. Head,-4883.35
2017-11-04,OZON,-2547.73
2017-01-13,Friday's,-935.73
2019-04-05,KFC,3515
2018-06-22,Burger King,-739.63
2019-11-03,Google Play,6199.73
2016-06-29,Perekrestok,9870.83
2018-05-18,World of Warcraft,-5762.07
2017-11-18,World of Warcraft,646.25
2016-05-28,McDonald's,7667.92
2016-07-26,KFC,-6264.51
2018-01-17,Starbucks,-4554.12
2016-03-09,Amazon,9128.81
2017-05-29,Wildberries,5875.34
2018-05-21,Steam,-6732.26
2016-05-23,Mindbox,1742.56
2018-10-12,Google Play,2968.73
2019-08-15,Dr. Head,6939.34
2019-02-26,5ka,-9517.57
2019-09-25,Stellar,-2333.33
2019-07-19,QIWI,-7575.33
2018-03-15,OZON,-449.93
2019-01-10,Local Kitchen,-7712.31
2017-04-21,Dodo Pizza,827.56
2018-06-25,Mindbox,3413.51
2019-04-10,Coinbase,3255.92
2017-01-30,Starbucks,-5638.9
2016-11-18,5ka,1370.86
2017-06-24,Dr. Head,-2522.86
2019-03-22,Stellar,9092.34
2018-09-13,Local Kitchen,-2993.45
2019-03-06,Wildberries,4914.74
2019-10-27,OZON,-7904.76
2017-05-19,Friday's,5008.87
2016-09-19,World of Warcraft,8054.72
2019-06-20,Stellar,-7613.02
2018-11-22,Dodo Pizza,-3147.39
2016-12-03,QIWI,9841.75
2016-04-06,Google Play,-6826.45
2018-11-03,Papa John's,-1194.21
2016-01-14,Stellar,-7632.43
2016-03-09,Google Play,9778.03
2016-10-25,Mindbox,-350.96
2017-08-20,HSE,-2657.52
2019-01-28,Mindbox,5318.38
2019-01-16,Papa John's,435.23
2016-05-29,Burger King,433.05
2017-09-26,Amazon,-866.41
2018-06-07,Papa John's,-3179.44
2017-12-11,Amazon,-8240.18
2016-03-17,VK,7201.03
2017-10-03,Stellar,7204.68
2018-01-26,Papa John's,-3325.38
2018-08-26,Mindbox,-1541.58
2016-02-12,Amazon,1584.66
2017-02-21,Steam,1816.49
2016-06-03,World of Warcraft,-4828.26
2018-04-04,VK,3391.44
2018-09-30,Mindbox,-4831.72
2018-04-17,KFC,-4650.8
2017-10-05,Dodo Pizza,-1817.89
2016-03-13,OZON,-5282.83
2016-07-05,QIWI,8425.03
2018-10-04,Dodo Pizza,-7029.86
2019-08-15,QIWI,-5721.03
2019-03-20,Yves Rocher,-2723.44
2019-08-29,Google Play,3781.17
2016-02-13,QIWI,9174.56
2016-04-23,Google Play,-2895.11
2016-12-17,Papa John's,8943.63
2019-12-28,Steam,-4623.61
2016-11-05,Yves Rocher,539.75
2019-01-12,Perekrestok,9020.41
2018-12-02,McDonald's,-3627.31
2016-11-19,Friday's,4133.63
2019-03-14,Google Play,-7821.97
2018-04-26,Yves Rocher,-1057.58
2018-05-03,Burger King,-5600.55
2017-06-17,Dr. Head,2559.15
2019-11-16,Perekrestok,9848
2018-04-10,KFC,9368.34
2017-09-25,Burger King,5135.07
2018-04-22,OZON,-886.43
2016-02-21,Steam,-7411.87
2017-12-25,Perekrestok,3488.52
2019-04-29,Amazon,2498.2
2019-04-21,Papa John's,4351.92
2017-04-14,Papa John's,1191.57
2019-01-10,Wildberries,5697.25
2017-07-28,Dr. Head,7622.71
2019-08-15,Dr. Head,5363
2018-12-31,VK,-4772.4
2017-10-03,Perekrestok,6295.42
2017-05-27,QIWI,2030.54
2016-10-20,Mindbox,617.35
2019-02-03,World of Warcraft,8049.99
2018-11-01,Friday's,-849.52
2016-08-20,World of Warcraft,-9122.07
2019-05-31,Starbucks,2755.49
2016-12-27,Amazon,4861.88
2019-04-28,Dr. Head,-4696.78
2016-06-21,McDonald's,-4921.89
2019-06-07,KFC,-767.88
2017-04-04,Dr. Head,-6225.81
2018-07-09,Papa John's,-9635.72
2018-05-11,5ka,831.13
2018-01-25,OZON,1642.78
2018-03-15,Papa John's,-5174.26
2016-10-22,Dodo Pizza,5244.09
2018-06-26,QIWI,2940.31
2018-04-13,OZON,-2234.55
2016-02-12,HSE,2464.92
2019-11-14,Burger King,6916.44
2019-05-21,Dodo Pizza,4353
2018-12-27,Wildberries,9445.78
2019-05-15,Local Kitchen,3385.16
2016-04-30,Dr. Head,-2659.24
2017-08-21,VK,9604.13
2016-04-13,VK,9997.94
2018-11-27,Google Play,-2843.58
2016-07-02,Mindbox,6001.27
2018-07-29,McDonald's,-3276.67
2016-10-02,Steam,-9133.39
2019-03-24,Starbucks,-1918.96
2016-01-15,Google Play,-414.19
2017-09-11,World of Warcraft,-8756.9
2017-06-28,Papa John's,-5680.17
2019-10-19,HSE,898.36
2016-06-18,Wildberries,-3537.05
2017-11-24,Amazon,-6973.72
2016-11-24,Dr. Head,-7558.97
2017-05-30,QIWI,1933.86
2016-06-26,OZON,-2012.14
2018-03-21,World of Warcraft,9815.83
2018-06-19,Local Kitchen,868.11
2019-03-11,Burger King,-1046.44
2018-07-28,McDonald's,4496.64
2019-10-27,HSE,2840.95
2016-12-19,Starbucks,-4173.25
2018-01-12,Yandex.Money,-2689.73
2017-06-04,HSE,-9762.86
2019-05-22,Wildberries,7468.64
2017-08-11,Steam,-7504.58
2019-08-27,KFC,-1115.81
2016-05-29,KFC,-2567.99
